"Url_suurEelnou"	"Url_koosolekuProtokoll"	"Id_custom"	"Tyyp_custom"	"Asutuse_nimetus"	"Organi_nimetus"	"Reg_nr"	"Sarja_indeks"	"Teema"	"Kuupaev"	"Kellaaeg"	"Toimumise_koht"	"Juhataja"	"Protokollija"	"Koosolekul_osalesid"	"Puudusid"	"Kutsutud"	"Seisund"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020ECFF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED6002B9B30?OpenDocument"	"226"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Kultuurikomisjon"	"21"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Kultuurikomisjoni koosolek"	"08.10.2015"	"14:30 - 16:00"	"Tartu, raekoda"	"Nikolai Põdramägi"	"Aune Rumm"	"Nikolai Põdramägi, Mati Tolmoff, Joel Luhamets, Evert Rööpson, Jaan Vaiksaar, Priit Tannik, Merle Jääger, Igor Rosenfeld, Gea Kangilaski, Natalja Trošina, Rein Kilk"	"Martin Parmas, Ragnar Kekkonen, Lemmit Kaplinski, Tarmo Kikerpill"	"abilinnapea Kajar Lember, abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, avalike suhete osakonna teabeteenistuse juhataja Lilian Lukka, linnavolikogu liige Imre Mürk, linnavolikogu esimees Vladimir Šokman"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020D33D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257E68003BB5EA?OpenDocument"	"227"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"20"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"19.06.2015"	"09:00 - 10:50"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Jüri Kõre, Tõnu Ints, Väino Kull, Peeter Laurson, Tajo Kadajas, Raimond Tamm, elektrooniliselt Heljo Pikhof ja Igor Abarenkov"	"Mihkel Lees, Jaak Nigul, Margus Maidla"	"abilinnapead Kajar Lember, Valvo Semilarski, Tiia Teppan, Jarno Laur, linnavolikogu esimees Vladimir Šokman"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020D33D?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument"	"227"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"06.11.2015"	"09:00 - 10:05"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Peeter Laurson, Priit Tannik, Igor Abarenkov, Väino Kull, Mihkel Lees, elektrooniliselt Jaak Nigul, Heljo Pikhof, Jüri Kõre, osales Vabakunna esindaja Taavi Toomere"	"Tõnu Ints, Margus Maidla"	"abilinnapead Kajar Lember, Valvo Semilarski, Jarno Laur, linnasekretär Jüri Mölder, sotsiaalabi osakonna juhataja Meida Griin"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020CA3F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF10032B73C?OpenDocument"	"228"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.11.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Kadri Leetmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm, Toomas Kapp, Triin Veber, Peeter Järve; elektrooniliselt Verni Loodmaa"	"Martin Bek, Karl Kull, Rain Suursaar"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnamajanduse osakonna projektijuht Jaanus Tamm"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020CA3F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument"	"228"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"06.11.2015"	"09:00 - 10:05"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Peeter Laurson, Priit Tannik, Igor Abarenkov, Väino Kull, Mihkel Lees, elektrooniliselt Jaak Nigul, Heljo Pikhof, Jüri Kõre, osales Vabakunna esindaja Taavi Toomere"	"Tõnu Ints, Margus Maidla"	"abilinnapead Kajar Lember, Valvo Semilarski, Jarno Laur, linnasekretär Jüri Mölder, sotsiaalabi osakonna juhataja Meida Griin"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020CA3F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF8004DB46C?OpenDocument"	"228"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"25"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni e-koosolek"	"11.11.2015"	"00:00"	"Elektrooniline koosolek (seisukoha saatmise tähtaeg 11.11.2015 kl 15:00)"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Kadri Leetmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm, Peeter Järve, Verni Loodmaa, Martin Bek, Karl Kull"	"Rain Suursaar, Toomas Kapp, Triin Veber"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020C0B4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF10032B73C?OpenDocument"	"229"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.11.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Kadri Leetmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm, Toomas Kapp, Triin Veber, Peeter Järve; elektrooniliselt Verni Loodmaa"	"Martin Bek, Karl Kull, Rain Suursaar"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnamajanduse osakonna projektijuht Jaanus Tamm"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020C0B4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument"	"229"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"06.11.2015"	"09:00 - 10:05"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Peeter Laurson, Priit Tannik, Igor Abarenkov, Väino Kull, Mihkel Lees, elektrooniliselt Jaak Nigul, Heljo Pikhof, Jüri Kõre, osales Vabakunna esindaja Taavi Toomere"	"Tõnu Ints, Margus Maidla"	"abilinnapead Kajar Lember, Valvo Semilarski, Jarno Laur, linnasekretär Jüri Mölder, sotsiaalabi osakonna juhataja Meida Griin"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020B525?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED6002C2FA1?OpenDocument"	"230"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"07.10.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Aleksandr Litvinenko, Kadri Leetmaa, Verni Loodmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm; elektrooniliselt Toomas Kapp, Triin Veber, Karl Kull"	"Rain Suursaar, Hannes Klaas"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnavolikogu liige Imre Mürk, valimisliidu Isamaaline Tartu Kodanik esindaja Arvo Lehemets"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020B525?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF10032B73C?OpenDocument"	"230"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.11.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Kadri Leetmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm, Toomas Kapp, Triin Veber, Peeter Järve; elektrooniliselt Verni Loodmaa"	"Martin Bek, Karl Kull, Rain Suursaar"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnamajanduse osakonna projektijuht Jaanus Tamm"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020B525?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF5002EEB7E?OpenDocument"	"230"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"06.11.2015"	"09:00 - 10:05"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Peeter Laurson, Priit Tannik, Igor Abarenkov, Väino Kull, Mihkel Lees, elektrooniliselt Jaak Nigul, Heljo Pikhof, Jüri Kõre, osales Vabakunna esindaja Taavi Toomere"	"Tõnu Ints, Margus Maidla"	"abilinnapead Kajar Lember, Valvo Semilarski, Jarno Laur, linnasekretär Jüri Mölder, sotsiaalabi osakonna juhataja Meida Griin"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020AC64?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"231"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020AC64?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EF10032B73C?OpenDocument"	"231"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"24"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"04.11.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Aleksandr Litvinenko, Kadri Leetmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm, Toomas Kapp, Triin Veber, Peeter Järve; elektrooniliselt Verni Loodmaa"	"Martin Bek, Karl Kull, Rain Suursaar"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnamajanduse osakonna projektijuht Jaanus Tamm"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020A294?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"232"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC00209AFB?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"233"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC002092E0?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"234"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC00208A87?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"235"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC0020832F?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"236"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EFC00207929?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EDC0047A63B?OpenDocument"	"237"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"30"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"04.11.2015"	"17:00 - 18:10"	"Tartu, raekoda"	"Jelena Frunze"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Tarmo Punger, Jelena Frunze, Raimond Tamm, Toomas Kapp, Triin Anette Kaasik, Triin Lukk; elektrooniliselt Verni Loodmaa, Udo Viilukas"	"Toivo Maimets, Veljo Ipits"	"abilinnapea Jarno Laur, abilinnapea Valvo Semilarski, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C3D16?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED6002DCF4F?OpenDocument"	"238"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnavarakomisjon"	"21"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnavarakomisjoni koosolek"	"08.10.2015"	"17:00 - 17:40"	"Tartu, raekoda"	"Olev Raju"	"Aune Rumm"	"Olev Raju, Väino Peebo, Mati Tolmoff, Ilme-Tiiu Tinni, Jüri Kõre, Riina Kallas, Lembit Kalev, Harri Jallajas, Alo Pettai, Karl Kull, Arno Arukask; elektrooniliselt Roman Mugur"	"Triin Anette Kaasik, Ester Veskimets, Tõnis Lukas"	"abilinnapea Kajar Lember, linnavarade osakonna eluruumide teenistuse juhataja-osakonnajuhataja asetäitja Mait Raig"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C3D16?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED900272889?OpenDocument"	"238"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"22"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"09.10.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Jüri Kõre, Tõnu Ints, Margus Maidla, Igor Abarenkov, Väino Kull, Jaak Nigul, Heljo Pikhof, elektrooniliselt Mihkel Lees, osales Vabakunna esindaja Taavi Toomere"	"Peeter Laurson, Priit Tannik"	"abilinnapead Kajar Lember, Valvo Semilarski, Artjom Suvorov, linnavolikogu esimees Vladimir Šokman, linnavolikogu liige Imre Mürk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C33A4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED900272889?OpenDocument"	"239"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"22"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"09.10.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Jüri Kõre, Tõnu Ints, Margus Maidla, Igor Abarenkov, Väino Kull, Jaak Nigul, Heljo Pikhof, elektrooniliselt Mihkel Lees, osales Vabakunna esindaja Taavi Toomere"	"Peeter Laurson, Priit Tannik"	"abilinnapead Kajar Lember, Valvo Semilarski, Artjom Suvorov, linnavolikogu esimees Vladimir Šokman, linnavolikogu liige Imre Mürk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C33A4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED900360AA5?OpenDocument"	"239"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Sotsiaalkomisjon"	"20"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Sotsiaalkomisjoni koosolek"	"08.10.2015"	"16:00 - 16:40"	"Tartu, raekoda"	"Toomas Tein"	"Ülle Saar"	"Toomas Tein, Harri Jallajas, Nikolai Põdramägi, Avo Rosenvald, Joel Luhamets, Senta-Ellinor Michelson, Oleg Nesterenko, Roman Mugur, Tiina Mürk, elektrooniliselt Hele Everaus, Tiina Talvik, Piret Tarto, Jüri Kõre"	"Lii Laanoja, Nadežda Aleksandrova"	"abilinnapea Artjom Suvorov, lastekaitseteenistuse juhataja Merle Liivak"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C2AD6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED6002C2FA1?OpenDocument"	"240"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Linnamajanduskomisjon"	"23"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Linnamajanduskomisjoni koosolek"	"07.10.2015"	"15:00 - 17:00"	"Tartu, raekoda"	"Kadri Leetmaa"	"Aune Rumm"	"Nikolai Põdramägi, Ants Kask, Martin Bek, Aleksandr Litvinenko, Kadri Leetmaa, Verni Loodmaa, Jaan Sõrra, Argo Annuk, Auli Solo, Raimond Tamm; elektrooniliselt Toomas Kapp, Triin Veber, Karl Kull"	"Rain Suursaar, Hannes Klaas"	"abilinnapea Valvo Semilarski, linnamajanduse osakonna juhataja Rein Haak, linnamajanduse osakonna haljastus- ja puhastusteenistuse linnapuhastuse peaspetsialist Madis Tammeorg, linnavolikogu liige Imre Mürk, valimisliidu Isamaaline Tartu Kodanik esindaja Arvo Lehemets"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C2AD6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257ED900272889?OpenDocument"	"240"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Rahanduskomisjon"	"22"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Rahanduskomisjoni koosolek"	"09.10.2015"	"09:00 - 10:00"	"Tartu, raekoda"	"Veljo Ipits"	"Ülle Saar"	"Marvi Kibe, Oleg Bulkin, Olev Raju, Jüri Kõre, Tõnu Ints, Margus Maidla, Igor Abarenkov, Väino Kull, Jaak Nigul, Heljo Pikhof, elektrooniliselt Mihkel Lees, osales Vabakunna esindaja Taavi Toomere"	"Peeter Laurson, Priit Tannik"	"abilinnapead Kajar Lember, Valvo Semilarski, Artjom Suvorov, linnavolikogu esimees Vladimir Šokman, linnavolikogu liige Imre Mürk"	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EE0001C1AAE?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257EC40038C316?OpenDocument"	"241"	"Koosoleku protokoll"	"Tartu Linnavolikogu"	"Arengu- ja planeerimiskomisjon"	"29"	"1-3 Linnavolikogu alatiste komisjonide protokollid"	"Arengu- ja planeerimiskomisjoni koosolek"	"07.10.2015"	"17:00 - 19:00"	"Tartu, raekoda"	"Verni Loodmaa"	"Aune Rumm"	"Ants Kask, Jüri-Ott Salm, Kadri Leetmaa, Elmut Paavel, Paul Post, Verni Loodmaa, Tarmo Punger, Jelena Frunze, Toivo Maimets, Veljo Ipits, Udo Viilukas, Raimond Tamm; elektrooniliselt Toomas Kapp"	"Triin Anette Kaasik, Triin Lukk"	"abilinnapea Jarno Laur, linnaplaneerimise ja maakorralduse osakonna detailplaneeringute teenistuse juhataja Aire Priks, arhitektuuri ja ehituse osakonna juhataja-linnaarhitekt Tõnis Arjus, linnavolikogu liige Imre Mürk"	"Allkirjastatud"
