"Url"	"Id_custom"	"Tyyp_custom"	"Staatus"	"Akti_valjaandja"	"Akti_liik"	"Pealkiri"	"Reg_nr"	"Koostaja"	"Koostamise_kp"	"Ettekandja"	"Esitab"	"Juhtiv_komisjon"	"Seosed_urls"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D74001D9589?OpenDocument"	"77"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna jõelipp"	"LVK-M-0042"	"Anneli Apuhtin"	"02.09.2014"	"Urmas Klaas"	"linnavalitsus, 26.08.2014 istungi protokoll nr  46"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D33003C7A98?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D6B0024C24A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CB11E?OpenDocument"	"78"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Rebase tn 18 kinnistul asuvale sadamale nime määramine"	"LVK-M-0032"	"Marju Kiisla"	"11.06.2014"	"Jarno Laur"	"linnavalitsus, 10.06.2014 istungi protokoll nr  32"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEE0039EFF9?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CAA6B?OpenDocument"	"79"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Turu tn 18a kinnistul asuvale sadamale nime määramine"	"LVK-M-0027"	"Teet Sarnik"	"27.05.2014"	"Jarno Laur"	"linnavalitsus, 27.05.2014 istungi protokoll nr  29"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD7002C79A7?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEC00222C68?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001CA0F2?OpenDocument"	"80"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Kvissentali linnaosas tänavatele nimede määramine"	"LVK-M-0028"	"Teet Sarnik"	"27.05.2014"	"Jarno Laur"	"linnavalitsus, 27.05.2014 istungi protokoll nr  29"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD700206A0C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEC00222C68?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2310CAF0C8B05E29C2257CFA003CBDA6?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G30BAD57E24CC12BBC2257D4E002632DE?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C997B?OpenDocument"	"81"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Supilinna linnaosas tänavale nime määramine"	"LVK-M-0033"	"Marju Kiisla"	"11.06.2014"	"Jarno Laur"	"linnavalitsus, 10.06.2014 istungi protokoll nr  32"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CEB0046C376?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C7D88?OpenDocument"	"82"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 30. juuni 2011. a määruse ""Kultuuriühingutele, noorte huvitegevuse ühingutele, noorteühingutele ja avatud noortekeskustele toetuse andmise kord"" muutmine"	"LVK-M-0041"	"Taavi Lindmäe"	"13.08.2014"	"Tiia Teppan"	"linnavalitsus, 12.08.2014 istungi protokoll nr  44"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C9B002D1BD3?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F003E9B3D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C6B34?OpenDocument"	"83"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Lastekunstikooli põhimäärus"	"LVK-M-0043"	"Anneli Apuhtin"	"03.09.2014"	"Tiia Teppan"	"linnavalitsus, 2.09.2014 istungi protokoll nr  47"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D3F0041B9B2?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F003E9B3D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C612D?OpenDocument"	"84"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 26. juuni 2014. a määruse nr 32 ""Avaliku ürituse korraldamise ja pidamise nõuded"" täiendamine"	"LVK-M-0044"	"Anneli Apuhtin"	"03.09.2014"	"Tiia Teppan"	"linnavalitsus, 2.09.2014 istungi protokoll nr  47"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4200348F80?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F0020C1B3?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C38C2?OpenDocument"	"85"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 14. septembri 2006. a määruse nr 37 ""Tartu linna ühisveevärgi ja -kanalisatsiooniga liitumise eeskirja ning Tartu linna ühisveevärgi ja -kanalisatsiooni kasutamise eeskirja kinnitamine"" lisa 2 muutmine"	"LVK-M-0047"	"Helle Uusorg"	"04.09.2014"	"Valvo Semilarski"	"linnavalitsus, 03.09.2014 istungi protokoll nr 48"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4500809CB0?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F00205510?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C2C82?OpenDocument"	"86"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Keskkonnaseadustiku üldosa seaduses sätestatud ülesannete delegeerimine"	"LVK-M-0046"	"Helle Uusorg"	"04.09.2014"	"Valvo Semilarski"	"linnavalitsus, 03.09.2014 istungi protokoll nr 48"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4800305697?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D4F00205510?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001C1254?OpenDocument"	"87"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Alkoholiseaduses ja tubakaseaduses sätestatud ülesannete delegeerimine"	"LVK-M-0048"	"Helle Uusorg"	"04.09.2014"	""	"linnavalitsus, 03.09.2014 istungi protokoll nr 48"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D46002A7A46?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D5100373435?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D58001BD5AF?OpenDocument"	"88"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna arengukava aastateks 2013-2020 uue redaktsiooni kinnitamine ja Tartu linna eelarvestrateegia 2015-2018 vastuvõtmine"	"LVK-M-0045"	"Imbi Lang"	"03.09.2014"	""	"linnavalitsus, 2.09.2014 istungi protokoll nr  47"	"Arengu- ja planeerimiskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D400020A7AC?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D040039ADFA?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D55003FB601?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B38EC?OpenDocument"	"89"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Noorte projektlaagri pidamise loa väljastamise kord"	"LVK-M-0030"	"Anneli Apuhtin"	"11.06.2014"	"Tiia Teppan"	"linnavalitsus, 10.06.2014 istungi protokoll nr  32"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE7005961B2?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B2E7C?OpenDocument"	"90"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Noortelaagri korraldamise toetamise kord"	"LVK-M-0031"	"Anneli Apuhtin"	"11.06.2014"	"Tiia Teppan"	"linnavalitsus, 10.06.2014 istungi protokoll nr  32"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE700472101?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B10F1?OpenDocument"	"91"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Avaliku ürituse korraldamise ja pidamise nõuded"	"LVK-M-0034"	"Anneli Apuhtin"	"11.06.2014"	"Jüri Mölder"	"linnavalitsus, 10.06.2014 istungi protokoll nr  32"	"Kultuurikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1002B0698?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6004A411A?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001B0866?OpenDocument"	"92"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Riikliku järelevalve ülesannete delegeerimine"	"LVK-M-0029"	"Helle Uusorg"	"03.06.2014"	"Jüri Mölder"	"linnavalitsus, 03.06.2014 istungi protokoll nr 31"	"Linnamajanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE200448EBB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF600494808?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF60049CE77?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AF2C1?OpenDocument"	"93"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Puudega lapse perele sotsiaalteenuse osutamise tingimused ja kord"	"LVK-M-0035"	"Merle Liivak"	"12.06.2014"	"Vladimir Šokman"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C5B002A8514?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0038CF4E?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001ADA11?OpenDocument"	"94"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Karlova Kooli põhimäärus"	"LVK-M-0037"	"Kairit Peekman"	"12.06.2014"	"Tiia Teppan"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CB4003F3032?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AC80E?OpenDocument"	"95"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Aleksandr Puškini Kooli põhimäärus"	"LVK-M-0026"	"Kairit Peekman"	"23.05.2014"	"Tiia Teppan"	"linnavalitsus, 13.05.2014 istungi protokoll nr  26"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD000245C40?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CED002B87FC?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G2310CAF0C8B05E29C2257CFA003CBDA6?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AC070?OpenDocument"	"96"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Koolitoetus"	"LVK-M-0036"	"Anneli Apuhtin"	"12.06.2014"	"Tiia Teppan"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Sotsiaalkomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE70022BC85?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC003E135F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0038CF4E?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AB6C2?OpenDocument"	"97"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna eelarvest lapsehoiuteenuse rahastamise kord"	"LVK-M-0039"	"Kairit Peekman"	"12.06.2014"	"Tiia Teppan"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CCC0037712D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC003E135F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AAD36?OpenDocument"	"98"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Eralasteaiale toetuse eraldamise kord"	"LVK-M-0038"	"Kairit Peekman"	"12.06.2014"	"Tiia Teppan"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CCA001E8B09?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC003E135F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001A6CAC?OpenDocument"	"99"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna koolieelsete munitsipaallasteasutuste rahastamisel vanemate poolt kaetava osa määra kehtestamine"	"LVK-M-0040"	"Kairit Peekman"	"12.06.2014"	"Tiia Teppan"	"linnavalitsus, 12.06.2014 istungi protokoll nr 33"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CCC004A5036?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0019B7EB?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC003E135F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CFC0038CF4E?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CF6001E043D?OpenDocument"	"100"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Hansa Kooli põhimäärus"	"LVK-M-0025"	"Kairit Peekman"	"23.05.2014"	"Tiia Teppan"	"linnavalitsus, 13.05.2014 istungi protokoll nr  26"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC10024A386?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CED002B87FC?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1001B8DC5?OpenDocument"	"101"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Kivilinna Kooli põhimäärus"	"LVK-M-0023"	"Kairit Peekman"	"06.05.2014"	"Riho Raave"	"linnavalitsus, 06.05.2014 istungi protokoll nr  25"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C69006DB9A8?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD8002E0C68?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1001B8601?OpenDocument"	"102"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Variku Kooli põhimäärus"	"LVK-M-0024"	"Kairit Peekman"	"06.05.2014"	"Riho Raave"	"linnavalitsus, 06.05.2014 istungi protokoll nr 25"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CB70043346A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD8002E0C68?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1001B7EF7?OpenDocument"	"103"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Descartes'i Kooli põhimäärus"	"LVK-M-0022"	"Kairit Peekman"	"06.05.2014"	"Riho Raave"	"linnavalitsus, 06.05.2014 istungi protokoll nr 25"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC10022E645?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD8002E0C68?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1001B66DF?OpenDocument"	"104"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna 2014. aasta I lisaeelarve"	"LVK-M-0021"	"Tiina Ligi"	"10.04.2014"	"Kajar Lember"	"linnavalitsus, 10.04.2014 istungi protokoll nr 20"	"Rahanduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA8002AE6B4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC0023C740?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA2003F6489?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBB00205D5C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBB0020C125?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBB002008C4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC003C9530?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC1003F667D?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G15E74B9CDB98E9C4C2257CD00036C556?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CDA00276F70?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CD8002C57B8?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C3C56?OpenDocument"	"105"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Volituste andmine põhikooli- ja gümnaasiumiseaduse rakendamiseks"	"LVK-M-0020"	"Kairit Peekman"	"09.04.2014"	"Tiia Teppan"	"linnavalitsus, 8.04.2014 istungi protokoll nr  19"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA400422415?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC0023C740?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C344C?OpenDocument"	"106"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu Linnavolikogu 20. märtsi 2014. a määruse nr 11 „Tartu Lasteaed Naerumaa põhimäärus” muutmine"	"LVK-M-0019"	"Kairit Peekman"	"03.04.2014"	"Tiia Teppan"	"linnavalitsus, 1.04.2014 istungi protokoll nr  18"	"Hariduskomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA7006E1354?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC0023C740?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C219A?OpenDocument"	"107"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Kaasava eelarve menetluse rakendamine Tartu linna 2015. aasta eelarve koostamisel"	"LVK-M-0018"	"Anneli Apuhtin"	"01.04.2014"	""	"linnavalitsus, 01.04.2014 istungi protokoll nr  18"	"Kaasava linnajuhtimise ajutine komisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA0004D209C?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC003C9530?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBB001FC8A4?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF1E099FD9EB103FCC2257CC200280D3F?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C1101?OpenDocument"	"108"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Ametiisikute huvide kontrollimine"	"LVK-M-0017"	"Jüri Mölder"	"27.03.2014"	"Jüri Mölder"	"linnavalitsus, 25.03.2014 istungi protokoll nr  16"	"Revisjonikomisjon"	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA00026F09A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CBC003D2FE8?OpenDocument']"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257CC5001C07BC?OpenDocument"	"109"	"Suur eelnõu"	"Lõpetatud"	"Tartu Linnavolikogu"	"Määrus"	"Tartu linna põhimääruse muutmine"	"LVK-M-0003"	"Gea Kangilaski"	"21.11.2013"	"Gea Kangilaski"	"Jüri Ginter, Gea Kangilaski, Imre Mürk; põhimääruskomisjon"	""	"['http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C3F0042F26F?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C700032753A?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C97003D74C3?OpenDocument', 'http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF1E099FD9EB103FCC2257CC200280D3F?OpenDocument']"
