"Url_suurEelnou"	"Url_istungiProtokoll"	"Id_custom"	"Tyyp_custom"	"Istungi_pidaja"	"Istungi_kp"	"Protokolli_nr"	"Toimumise_koht"	"Istungi_kellaaeg"	"Istungit_juhatas"	"Protokollija"	"Istungist_votsid_osa"	"Puudusid"	"Kutsutud"	"Kylalised"	"Seisund"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001AAD36?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument"	"98"	"Istungi protokoll"	"Tartu Linnavalitsus"	"20.06.2014"	"36"	"Raekoda, linnapea kabinet"	"13:00 - 15:30"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Tiia Teppan ja linnasekretär Jüri Mölder"	"abilinnapea Vladimir Šokman"	"linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, linnakantselei sisekontrolliteenistuse juhataja Raivo Bachmann, avalike suhete osakonna meediaspetsialist Raul Veede"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257D04001A6CAC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0261CD461135D595C2257CFD00601D0D?OpenDocument"	"99"	"Istungi protokoll"	"Tartu Linnavalitsus"	"20.06.2014"	"36"	"Raekoda, linnapea kabinet"	"13:00 - 15:30"	"Urmas Klaas"	"Jüri Mölder"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Tiia Teppan ja linnasekretär Jüri Mölder"	"abilinnapea Vladimir Šokman"	"linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, linnakantselei sisekontrolliteenistuse juhataja Raivo Bachmann, avalike suhete osakonna meediaspetsialist Raul Veede"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CE1001B66DF?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G15E74B9CDB98E9C4C2257CD00036C556?OpenDocument"	"104"	"Istungi protokoll"	"Tartu Linnavalitsus"	"06.05.2014"	"25"	"Raekoda, istungite ruum"	"08:30 - 10:15"	"Urmas Klaas"	"Reet Saks"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Tiia Teppan, Vladimir Šokman ja Valvo Semilarski ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, kultuuriteenistuse juhataja Külli Aleksanderson, sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabiosakonna juhataja Meida Griin, vanemjurist Marili Jõesuu, linnavarade osakonna juhataja Kunnar Jürgenson, noorsooteenistuse peaspetsialist Laura Kalaus, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, lubade- ja registriteenistuse juhataja Merlin Oja, linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, asjaajamisteenistuse juhataja Reet Saks, SA Tartu Vaimse Tervise Hooldekeskus juhataja Indrek Sooniste, SA Tartu Muusikafestival projektijuht Jaanus Tepomees, meediaspetsialist Helle Tolmoff, noorsooteenistuse peaspetsialist Anne Õuemaa"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CC5001C219A?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF1E099FD9EB103FCC2257CC200280D3F?OpenDocument"	"107"	"Istungi protokoll"	"Tartu Linnavalitsus"	"22.04.2014"	"22"	"Raekoda, istungite ruum"	"08:30 - 10:05"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, õigusteenistuse vanemjurist Marili Jõesuu, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, SA Tartu Loomemajanduskeskus juhataja Reigo Kuivjõgi, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, meediaspetsialist Raul Veede ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257CC5001C07BC?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF1E099FD9EB103FCC2257CC200280D3F?OpenDocument"	"109"	"Istungi protokoll"	"Tartu Linnavalitsus"	"22.04.2014"	"22"	"Raekoda, istungite ruum"	"08:30 - 10:05"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Kajar Lember, Valvo Semilarski, Vladimir Šokman ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, õigusteenistuse vanemjurist Marili Jõesuu, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sotsiaalabi osakonna juhataja asetäitja Tiina Kruuse, SA Tartu Loomemajanduskeskus juhataja Reigo Kuivjõgi, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, meediaspetsialist Raul Veede ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA200233201?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G82F82B0418C83691C2257C9F002FCB36?OpenDocument"	"110"	"Istungi protokoll"	"Tartu Linnavalitsus"	"18.03.2014"	"15"	"Raekoda, istungite ruum"	"08:30 - 10:05"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Kajar Lember, Vladimir Šokman, Raimond Tamm ja Tiia Teppan ning linnasekretär Jüri Mölder"	"abilinnapea Jarno Laur"	"ASi Tartu Turg juhataja Jaak Aadamsoo, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, õigusteenistuse praktikant Taavi Lindmäe, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, planeeringuteenistuse juhataja Indrek Ranniku, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA200232A13?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GA0200136F7239458C2257C7C004BCC80?OpenDocument"	"111"	"Istungi protokoll"	"Tartu Linnavalitsus"	"11.02.2014"	"9"	"Raekoda, istungite ruum"	"08:30 - 09:30"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Jarno Laur, Kajar Lember, Vladimir Šokman ja Tiia Teppan ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"abilinnapea Raimond Tamm ja linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, õigusteenistuse praktikant Taavi Lindmäe, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257CA20023228C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G82F82B0418C83691C2257C9F002FCB36?OpenDocument"	"112"	"Istungi protokoll"	"Tartu Linnavalitsus"	"18.03.2014"	"15"	"Raekoda, istungite ruum"	"08:30 - 10:05"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Kajar Lember, Vladimir Šokman, Raimond Tamm ja Tiia Teppan ning linnasekretär Jüri Mölder"	"abilinnapea Jarno Laur"	"ASi Tartu Turg juhataja Jaak Aadamsoo, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, õigusteenistuse praktikant Taavi Lindmäe, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, planeeringuteenistuse juhataja Indrek Ranniku, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257ED20030C63DC2257C8600202689?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G0854290AF190A1BEC2257C83002B77DB?OpenDocument"	"114"	"Istungi protokoll"	"Tartu Linnavalitsus"	"18.02.2014"	"10"	"Raekoda, istungite ruum"	"08:30 - 09:45"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Jarno Laur, Kajar Lember, Raimond Tamm ja Tiia Teppan ning linnasekretär Jüri Mölder"	"abilinnapea Vladimir Šokman"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, õigusteenistuse praktikant Taavi Lindmäe, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700266C5C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD762D4FDFAC61A4FC2257C43002E8B68?OpenDocument"	"116"	"Istungi protokoll"	"Tartu Linnavalitsus"	"16.12.2013"	"89"	"Raekoda, istungite ruum"	"09:00 - 09:30"	"Raimond Tamm"	"Sandra Õnne"	"abilinnapea Raimond Tamm linnapea ülesannetes, abilinnapead Jarno Laur, Kajar Lember ja Vladimir Šokman ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"linnapea Urmas Kruuse, abilinnapea Tiia Teppan ning linnasekretär Jüri Mölder"	"siseaudiitor Maie Tihkan"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C47002664A6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GD762D4FDFAC61A4FC2257C43002E8B68?OpenDocument"	"117"	"Istungi protokoll"	"Tartu Linnavalitsus"	"16.12.2013"	"89"	"Raekoda, istungite ruum"	"09:00 - 09:30"	"Raimond Tamm"	"Sandra Õnne"	"abilinnapea Raimond Tamm linnapea ülesannetes, abilinnapead Jarno Laur, Kajar Lember ja Vladimir Šokman ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"linnapea Urmas Kruuse, abilinnapea Tiia Teppan ning linnasekretär Jüri Mölder"	"siseaudiitor Maie Tihkan"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700265092?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8A4878C36E2B40BBC2257C440029E423?OpenDocument"	"119"	"Istungi protokoll"	"Tartu Linnavalitsus"	"17.12.2013"	"90"	"Raekoda, istungite ruum"	"08:30 - 09:35"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Jarno Laur, Kajar Lember ja Vladimir Šokman ning õigusteenistuse juhataja Anneli Apuhtin linnasekretäri ülesannetes"	"abilinnapead Raimond Tamm ja Tiia Teppan ning linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, siseaudiitor Maie Tihkan, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C4700264238?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G41D6C9248856D967C2257C3D0035DB1C?OpenDocument"	"120"	"Istungi protokoll"	"Tartu Linnavalitsus"	"10.12.2013"	"88"	"Raekoda, istungite ruum"	"08:30 - 10:40"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Jarno Laur, Kajar Lember, Vladimir Šokman ja Raimond Tamm ning linnasekretär Jüri Mölder"	"abilinnapea Tiia Teppan"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, sisekontrolliteenistuse juhataja - linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, kultuuriosakonna juhataja asetäitja Veljo Lamp, rahandusosakonna juhataja Külli Lust, Tartu Kutsehariduskeskuse turundusjuht Kaire Mets, linnavolikogu esimees Aadu Must, avalike suhete osakonna juhataja Indrek Mustimets, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, haridusosakonna juhataja Riho Raave, planeeringuteenistuse juhataja Indrek Ranniku, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GC2257DD200719704C2257C39002375D4?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G1BC0FB3675147B54C2257C3600310402?OpenDocument"	"122"	"Istungi protokoll"	"Tartu Linnavalitsus"	"03.12.2013"	"86"	"Raekoda, istungite ruum"	"08:30 - 10:50"	"Urmas Kruuse"	"Sandra Õnne"	"linnapea Urmas Kruuse, abilinnapead Jarno Laur, Kajar Lember, Vladimir Šokman, Raimond Tamm ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"õigusteenistuse juhataja Anneli Apuhtin, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, sotsiaalabi osakonna juhataja Meida Griin, linnavarade osakonna juhataja Kunnar Jürgenson, tervishoiuosakonna juhataja Sirje Kree, sporditeenistuse juhataja Veljo Lamp, rahandusosakonna juhataja Külli Lust, kultuuriosakonna juhataja Marianne Menning, linnavolikogu esimees Aadu Must, arhitektuuri ja ehituse osakonna juhataja Andrus Mäesepp, linnamajanduse osakonna juhataja asetäitja Andres Pool, haridusosakonna juhataja Riho Raave, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G6CF8DA994C527827C225804C001B588B?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GF32A19032F76702BC22580490022A958?OpenDocument"	"123"	"Istungi protokoll"	"Tartu Linnavalitsus"	"11.10.2016"	"75"	"Raekoda, istungite ruum"	"08:30 - 09:05"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski ja Jaan Õunapuu ning linnasekretär Jüri Mölder"	"abilinnapead Artjom Suvorov ja Tiia Teppan"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, õigusteenistuse juhataja Anneli Apuhtin, arhitektuuri ja ehituse osakonna juhataja Tõnis Arjus, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, linnavarade osakonna juhataja asetäitja Mait Raig, meediaspetsialist Helle Tolmoff, kultuuriosakonna juhataja Marleen Viidul, sisekontrolliteenistuse peaspetsialist Aune Visnapuu ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G83E96366BE6E2470C22580300019FEC5?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G823165F8A82B1D3CC225802D00233A1F?OpenDocument"	"132"	"Istungi protokoll"	"Tartu Linnavalitsus"	"13.09.2016"	"69"	"Raekoda, istungite ruum"	"08:30 - 09:15"	"Valvo Semilarski"	"Sandra Õnne"	"abilinnapead Jarno Laur, Valvo Semilarski (linnapea ülesannetes), Artjom Suvorov, Tiia Teppan ja Jaan Õunapuu ning vanemjurist Marili Jõesuu linnasekretäri ülesannetes"	"linnapea Urmas Klaas ja linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja asetäitja Tiina Ligi, kultuuriosakonna juhataja asetäitja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G084E8C484D7D4CC2C2258030001997D1?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G823165F8A82B1D3CC225802D00233A1F?OpenDocument"	"137"	"Istungi protokoll"	"Tartu Linnavalitsus"	"13.09.2016"	"69"	"Raekoda, istungite ruum"	"08:30 - 09:15"	"Valvo Semilarski"	"Sandra Õnne"	"abilinnapead Jarno Laur, Valvo Semilarski (linnapea ülesannetes), Artjom Suvorov, Tiia Teppan ja Jaan Õunapuu ning vanemjurist Marili Jõesuu linnasekretäri ülesannetes"	"linnapea Urmas Klaas ja linnasekretär Jüri Mölder"	"linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja asetäitja Tiina Ligi, kultuuriosakonna juhataja asetäitja Marianne Menning, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/GE2448F5B4C717BC0C2257FCE001F789C?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5A0D1C3780EE666FC2257FCB002CBC8F?OpenDocument"	"150"	"Istungi protokoll"	"Tartu Linnavalitsus"	"07.06.2016"	"48"	"Raekoda, istungite ruum"	"08:30 - 10:10"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"õigusteenistuse juhataja Anneli Apuhtin, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, Tartu Hansapäevade projektijuht Jaanus Tepomees, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G8FBD99ADB983C5F8C2257FCE001F6FE6?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5A0D1C3780EE666FC2257FCB002CBC8F?OpenDocument"	"151"	"Istungi protokoll"	"Tartu Linnavalitsus"	"07.06.2016"	"48"	"Raekoda, istungite ruum"	"08:30 - 10:10"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"õigusteenistuse juhataja Anneli Apuhtin, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, Tartu Hansapäevade projektijuht Jaanus Tepomees, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G489321FB6344C154C2257FCE001EFEC7?OpenDocument"	"http://info.raad.tartu.ee/webaktid.nsf/web/gpunid/G5A0D1C3780EE666FC2257FCB002CBC8F?OpenDocument"	"155"	"Istungi protokoll"	"Tartu Linnavalitsus"	"07.06.2016"	"48"	"Raekoda, istungite ruum"	"08:30 - 10:10"	"Urmas Klaas"	"Sandra Õnne"	"linnapea Urmas Klaas, abilinnapead Jarno Laur, Valvo Semilarski, Artjom Suvorov ja Tiia Teppan ning linnasekretär Jüri Mölder"	""	"õigusteenistuse juhataja Anneli Apuhtin, linnaplaneerimise ja maakorralduse osakonna juhataja Urmas Ahven, sisekontrolliteenistuse juhataja – linna sisekontrolör Raivo Bachmann, ettevõtluse osakonna juhataja Malle Blumenau, kultuuriosakonna juhataja Katriin Fisch-Uibopuu, linnamajanduse osakonna juhataja Rein Haak, linnavarade osakonna juhataja Kunnar Jürgenson, sotsiaal- ja tervishoiuosakonna juhataja Sirje Kree, rahandusosakonna juhataja Külli Lust, avalike suhete osakonna juhataja Indrek Mustimets, haridusosakonna juhataja Riho Raave, arhitektuuri ja ehituse osakonna juhataja asetäitja Signe Sarik, Tartu Hansapäevade projektijuht Jaanus Tepomees, meediaspetsialist Helle Tolmoff ja asjaajamisteenistuse spetsialist Sandra Õnne"	""	"Allkirjastatud"
